"범죄별(1)","범죄별(2)",범죄별(3),발생지역별(1),2020
"형법범 (건)","위조범죄",유가증권·인지·우표,광주,12
"형법범 (건)","위조범죄",유가증권·인지·우표,대전,1
"형법범 (건)","위조범죄",유가증권·인지·우표,울산,-
"형법범 (건)","위조범죄",유가증권·인지·우표,세종,-
"형법범 (건)","위조범죄",유가증권·인지·우표,경기,25
"형법범 (건)","위조범죄",유가증권·인지·우표,강원,4
"형법범 (건)","위조범죄",유가증권·인지·우표,충북,1
"형법범 (건)","위조범죄",유가증권·인지·우표,충남,8
"형법범 (건)","위조범죄",유가증권·인지·우표,전북,3
"형법범 (건)","위조범죄",유가증권·인지·우표,전남,-
"형법범 (건)","위조범죄",유가증권·인지·우표,경북,2
"형법범 (건)","위조범죄",유가증권·인지·우표,경남,5
"형법범 (건)","위조범죄",유가증권·인지·우표,제주,1
"형법범 (건)","위조범죄",문서,계,14282
"형법범 (건)","위조범죄",문서,서울,3083
"형법범 (건)","위조범죄",문서,부산,1074
"형법범 (건)","위조범죄",문서,대구,723
"형법범 (건)","위조범죄",문서,인천,742
"형법범 (건)","위조범죄",문서,광주,551
"형법범 (건)","위조범죄",문서,대전,447
"형법범 (건)","위조범죄",문서,울산,172
"형법범 (건)","위조범죄",문서,세종,66
"형법범 (건)","위조범죄",문서,경기,3143
"형법범 (건)","위조범죄",문서,강원,373
"형법범 (건)","위조범죄",문서,충북,441
"형법범 (건)","위조범죄",문서,충남,575
"형법범 (건)","위조범죄",문서,전북,507
"형법범 (건)","위조범죄",문서,전남,495
"형법범 (건)","위조범죄",문서,경북,608
"형법범 (건)","위조범죄",문서,경남,1078
"형법범 (건)","위조범죄",문서,제주,204
"형법범 (건)","위조범죄",인장,계,587
"형법범 (건)","위조범죄",인장,서울,101
"형법범 (건)","위조범죄",인장,부산,44
"형법범 (건)","위조범죄",인장,대구,27
"형법범 (건)","위조범죄",인장,인천,40
"형법범 (건)","위조범죄",인장,광주,28
"형법범 (건)","위조범죄",인장,대전,14
"형법범 (건)","위조범죄",인장,울산,9
"형법범 (건)","위조범죄",인장,세종,3
"형법범 (건)","위조범죄",인장,경기,121
"형법범 (건)","위조범죄",인장,강원,17
"형법범 (건)","위조범죄",인장,충북,15
"형법범 (건)","위조범죄",인장,충남,31
"형법범 (건)","위조범죄",인장,전북,60
"형법범 (건)","위조범죄",인장,전남,20
"형법범 (건)","위조범죄",인장,경북,20
"형법범 (건)","위조범죄",인장,경남,29
"형법범 (건)","위조범죄",인장,제주,8
"형법범 (건)","공무원범죄",소계,계,3689
"형법범 (건)","공무원범죄",소계,서울,961
"형법범 (건)","공무원범죄",소계,부산,254
"형법범 (건)","공무원범죄",소계,대구,219
"형법범 (건)","공무원범죄",소계,인천,130
"형법범 (건)","공무원범죄",소계,광주,163
"형법범 (건)","공무원범죄",소계,대전,135
"형법범 (건)","공무원범죄",소계,울산,57
"형법범 (건)","공무원범죄",소계,세종,20
"형법범 (건)","공무원범죄",소계,경기,629
"형법범 (건)","공무원범죄",소계,강원,130
"형법범 (건)","공무원범죄",소계,충북,102
"형법범 (건)","공무원범죄",소계,충남,113
"형법범 (건)","공무원범죄",소계,전북,101
"형법범 (건)","공무원범죄",소계,전남,226
"형법범 (건)","공무원범죄",소계,경북,158
"형법범 (건)","공무원범죄",소계,경남,220
"형법범 (건)","공무원범죄",소계,제주,71
"형법범 (건)","공무원범죄",직무유기,계,1419
"형법범 (건)","공무원범죄",직무유기,서울,338
"형법범 (건)","공무원범죄",직무유기,부산,96
"형법범 (건)","공무원범죄",직무유기,대구,96
"형법범 (건)","공무원범죄",직무유기,인천,53
"형법범 (건)","공무원범죄",직무유기,광주,71
"형법범 (건)","공무원범죄",직무유기,대전,34
"형법범 (건)","공무원범죄",직무유기,울산,24
"형법범 (건)","공무원범죄",직무유기,세종,6
"형법범 (건)","공무원범죄",직무유기,경기,227
"형법범 (건)","공무원범죄",직무유기,강원,60
"형법범 (건)","공무원범죄",직무유기,충북,31
"형법범 (건)","공무원범죄",직무유기,충남,52
"형법범 (건)","공무원범죄",직무유기,전북,42
"형법범 (건)","공무원범죄",직무유기,전남,80
"형법범 (건)","공무원범죄",직무유기,경북,81
"형법범 (건)","공무원범죄",직무유기,경남,107
"형법범 (건)","공무원범죄",직무유기,제주,21
"형법범 (건)","공무원범죄",직권남용,계,1668
"형법범 (건)","공무원범죄",직권남용,서울,436
"형법범 (건)","공무원범죄",직권남용,부산,107
"형법범 (건)","공무원범죄",직권남용,대구,85
"형법범 (건)","공무원범죄",직권남용,인천,62
"형법범 (건)","공무원범죄",직권남용,광주,68
"형법범 (건)","공무원범죄",직권남용,대전,82
"형법범 (건)","공무원범죄",직권남용,울산,28
"형법범 (건)","공무원범죄",직권남용,세종,10
"형법범 (건)","공무원범죄",직권남용,경기,311
"형법범 (건)","공무원범죄",직권남용,강원,60
"형법범 (건)","공무원범죄",직권남용,충북,53
"형법범 (건)","공무원범죄",직권남용,충남,35
"형법범 (건)","공무원범죄",직권남용,전북,43
"형법범 (건)","공무원범죄",직권남용,전남,94
"형법범 (건)","공무원범죄",직권남용,경북,64
"형법범 (건)","공무원범죄",직권남용,경남,86
"형법범 (건)","공무원범죄",직권남용,제주,44
"형법범 (건)","공무원범죄",수뢰,계,472
"형법범 (건)","공무원범죄",수뢰,서울,140
"형법범 (건)","공무원범죄",수뢰,부산,40
"형법범 (건)","공무원범죄",수뢰,대구,25
"형법범 (건)","공무원범죄",수뢰,인천,13
"형법범 (건)","공무원범죄",수뢰,광주,18
"형법범 (건)","공무원범죄",수뢰,대전,16
"형법범 (건)","공무원범죄",수뢰,울산,4
"형법범 (건)","공무원범죄",수뢰,세종,4
"형법범 (건)","공무원범죄",수뢰,경기,69
"형법범 (건)","공무원범죄",수뢰,강원,10
"형법범 (건)","공무원범죄",수뢰,충북,16
"형법범 (건)","공무원범죄",수뢰,충남,17
"형법범 (건)","공무원범죄",수뢰,전북,14
"형법범 (건)","공무원범죄",수뢰,전남,49
"형법범 (건)","공무원범죄",수뢰,경북,12
"형법범 (건)","공무원범죄",수뢰,경남,19
"형법범 (건)","공무원범죄",수뢰,제주,6
"형법범 (건)","공무원범죄",증뢰,계,130
"형법범 (건)","공무원범죄",증뢰,서울,47
"형법범 (건)","공무원범죄",증뢰,부산,11
"형법범 (건)","공무원범죄",증뢰,대구,13
"형법범 (건)","공무원범죄",증뢰,인천,2
"형법범 (건)","공무원범죄",증뢰,광주,6
"형법범 (건)","공무원범죄",증뢰,대전,3
"형법범 (건)","공무원범죄",증뢰,울산,1
"형법범 (건)","공무원범죄",증뢰,세종,-
"형법범 (건)","공무원범죄",증뢰,경기,22
"형법범 (건)","공무원범죄",증뢰,강원,-
"형법범 (건)","공무원범죄",증뢰,충북,2
"형법범 (건)","공무원범죄",증뢰,충남,9
"형법범 (건)","공무원범죄",증뢰,전북,2
"형법범 (건)","공무원범죄",증뢰,전남,3
"형법범 (건)","공무원범죄",증뢰,경북,1
"형법범 (건)","공무원범죄",증뢰,경남,8
"형법범 (건)","공무원범죄",증뢰,제주,-
"형법범 (건)","풍속범죄",소계,계,10951
"형법범 (건)","풍속범죄",소계,서울,2075
"형법범 (건)","풍속범죄",소계,부산,694
"형법범 (건)","풍속범죄",소계,대구,549
"형법범 (건)","풍속범죄",소계,인천,549
"형법범 (건)","풍속범죄",소계,광주,234
"형법범 (건)","풍속범죄",소계,대전,235
"형법범 (건)","풍속범죄",소계,울산,340
"형법범 (건)","풍속범죄",소계,세종,15
"형법범 (건)","풍속범죄",소계,경기,3647
"형법범 (건)","풍속범죄",소계,강원,311
"형법범 (건)","풍속범죄",소계,충북,238
"형법범 (건)","풍속범죄",소계,충남,404
"형법범 (건)","풍속범죄",소계,전북,363
"형법범 (건)","풍속범죄",소계,전남,290
"형법범 (건)","풍속범죄",소계,경북,412
"형법범 (건)","풍속범죄",소계,경남,471
"형법범 (건)","풍속범죄",소계,제주,124
"형법범 (건)","풍속범죄",도박과 복표,계,8068
"형법범 (건)","풍속범죄",도박과 복표,서울,1358
"형법범 (건)","풍속범죄",도박과 복표,부산,539
"형법범 (건)","풍속범죄",도박과 복표,대구,439
"형법범 (건)","풍속범죄",도박과 복표,인천,344
"형법범 (건)","풍속범죄",도박과 복표,광주,152
"형법범 (건)","풍속범죄",도박과 복표,대전,143
"형법범 (건)","풍속범죄",도박과 복표,울산,319
"형법범 (건)","풍속범죄",도박과 복표,세종,10
"형법범 (건)","풍속범죄",도박과 복표,경기,2905
"형법범 (건)","풍속범죄",도박과 복표,강원,245
"형법범 (건)","풍속범죄",도박과 복표,충북,178
"형법범 (건)","풍속범죄",도박과 복표,충남,265
"형법범 (건)","풍속범죄",도박과 복표,전북,256
"형법범 (건)","풍속범죄",도박과 복표,전남,195
"형법범 (건)","풍속범죄",도박과 복표,경북,310
"형법범 (건)","풍속범죄",도박과 복표,경남,324
"형법범 (건)","풍속범죄",도박과 복표,제주,86
"형법범 (건)","풍속범죄",신앙,계,228
"형법범 (건)","풍속범죄",신앙,서울,17
"형법범 (건)","풍속범죄",신앙,부산,6
"형법범 (건)","풍속범죄",신앙,대구,2
"형법범 (건)","풍속범죄",신앙,인천,8
"형법범 (건)","풍속범죄",신앙,광주,4
"형법범 (건)","풍속범죄",신앙,대전,2
"형법범 (건)","풍속범죄",신앙,울산,2
"형법범 (건)","풍속범죄",신앙,세종,1
"형법범 (건)","풍속범죄",신앙,경기,45
"형법범 (건)","풍속범죄",신앙,강원,9
"형법범 (건)","풍속범죄",신앙,충북,5
"형법범 (건)","풍속범죄",신앙,충남,18
"형법범 (건)","풍속범죄",신앙,전북,25
"형법범 (건)","풍속범죄",신앙,전남,38
"형법범 (건)","풍속범죄",신앙,경북,23
"형법범 (건)","풍속범죄",신앙,경남,18
"형법범 (건)","풍속범죄",신앙,제주,5
"형법범 (건)","풍속범죄",기타음란행위,계,2655
"형법범 (건)","풍속범죄",기타음란행위,서울,700
"형법범 (건)","풍속범죄",기타음란행위,부산,149
"형법범 (건)","풍속범죄",기타음란행위,대구,108
"형법범 (건)","풍속범죄",기타음란행위,인천,197
"형법범 (건)","풍속범죄",기타음란행위,광주,78
"형법범 (건)","풍속범죄",기타음란행위,대전,90
"형법범 (건)","풍속범죄",기타음란행위,울산,19
"형법범 (건)","풍속범죄",기타음란행위,세종,4
"형법범 (건)","풍속범죄",기타음란행위,경기,697
"형법범 (건)","풍속범죄",기타음란행위,강원,57
"형법범 (건)","풍속범죄",기타음란행위,충북,55
"형법범 (건)","풍속범죄",기타음란행위,충남,121
"형법범 (건)","풍속범죄",기타음란행위,전북,82
"형법범 (건)","풍속범죄",기타음란행위,전남,57
"형법범 (건)","풍속범죄",기타음란행위,경북,79
"형법범 (건)","풍속범죄",기타음란행위,경남,129
"형법범 (건)","풍속범죄",기타음란행위,제주,33
"형법범 (건)","과실범죄",소계,계,8873
"형법범 (건)","과실범죄",소계,서울,1494
"형법범 (건)","과실범죄",소계,부산,691
"형법범 (건)","과실범죄",소계,대구,320
"형법범 (건)","과실범죄",소계,인천,458
"형법범 (건)","과실범죄",소계,광주,205
"형법범 (건)","과실범죄",소계,대전,220
"형법범 (건)","과실범죄",소계,울산,111
"형법범 (건)","과실범죄",소계,세종,34
"형법범 (건)","과실범죄",소계,경기,2303
"형법범 (건)","과실범죄",소계,강원,360
"형법범 (건)","과실범죄",소계,충북,295
"형법범 (건)","과실범죄",소계,충남,387
"형법범 (건)","과실범죄",소계,전북,322
"형법범 (건)","과실범죄",소계,전남,432
"형법범 (건)","과실범죄",소계,경북,455
"형법범 (건)","과실범죄",소계,경남,573
"형법범 (건)","과실범죄",소계,제주,213
"형법범 (건)","과실범죄",과실치사상,계,2883
"형법범 (건)","과실범죄",과실치사상,서울,567
"형법범 (건)","과실범죄",과실치사상,부산,249
"형법범 (건)","과실범죄",과실치사상,대구,133
"형법범 (건)","과실범죄",과실치사상,인천,190
"형법범 (건)","과실범죄",과실치사상,광주,69
"형법범 (건)","과실범죄",과실치사상,대전,76
"형법범 (건)","과실범죄",과실치사상,울산,31
"형법범 (건)","과실범죄",과실치사상,세종,14
"형법범 (건)","과실범죄",과실치사상,경기,766
"형법범 (건)","과실범죄",과실치사상,강원,123
"형법범 (건)","과실범죄",과실치사상,충북,68
"형법범 (건)","과실범죄",과실치사상,충남,98
"형법범 (건)","과실범죄",과실치사상,전북,73
"형법범 (건)","과실범죄",과실치사상,전남,84
"형법범 (건)","과실범죄",과실치사상,경북,122
"형법범 (건)","과실범죄",과실치사상,경남,173
"형법범 (건)","과실범죄",과실치사상,제주,47
"형법범 (건)","과실범죄",업무상 과실치사상,계,3604
"형법범 (건)","과실범죄",업무상 과실치사상,서울,554
"형법범 (건)","과실범죄",업무상 과실치사상,부산,290
"형법범 (건)","과실범죄",업무상 과실치사상,대구,120
"형법범 (건)","과실범죄",업무상 과실치사상,인천,176
"형법범 (건)","과실범죄",업무상 과실치사상,광주,87
"형법범 (건)","과실범죄",업무상 과실치사상,대전,80
"형법범 (건)","과실범죄",업무상 과실치사상,울산,59
"형법범 (건)","과실범죄",업무상 과실치사상,세종,10
"형법범 (건)","과실범죄",업무상 과실치사상,경기,821
"형법범 (건)","과실범죄",업무상 과실치사상,강원,165
"형법범 (건)","과실범죄",업무상 과실치사상,충북,132
"형법범 (건)","과실범죄",업무상 과실치사상,충남,169
"형법범 (건)","과실범죄",업무상 과실치사상,전북,142
"형법범 (건)","과실범죄",업무상 과실치사상,전남,230
"형법범 (건)","과실범죄",업무상 과실치사상,경북,181
"형법범 (건)","과실범죄",업무상 과실치사상,경남,283
"형법범 (건)","과실범죄",업무상 과실치사상,제주,105
"형법범 (건)","과실범죄",실화,계,2386
"형법범 (건)","과실범죄",실화,서울,373
"형법범 (건)","과실범죄",실화,부산,152
"형법범 (건)","과실범죄",실화,대구,67
"형법범 (건)","과실범죄",실화,인천,92
"형법범 (건)","과실범죄",실화,광주,49
"형법범 (건)","과실범죄",실화,대전,64
"형법범 (건)","과실범죄",실화,울산,21
"형법범 (건)","과실범죄",실화,세종,10
"형법범 (건)","과실범죄",실화,경기,716
"형법범 (건)","과실범죄",실화,강원,72
"형법범 (건)","과실범죄",실화,충북,95
"형법범 (건)","과실범죄",실화,충남,120
"형법범 (건)","과실범죄",실화,전북,107
"형법범 (건)","과실범죄",실화,전남,118
"형법범 (건)","과실범죄",실화,경북,152
